Meldedatum,AnzahlFall
2025-07-31,128
2025-08-01,110
2025-08-02,12
2025-08-03,4
2025-08-04,281
2025-08-05,177
2025-08-06,161
2025-08-07,192
2025-08-08,174
2025-08-09,18
2025-08-10,18
2025-08-11,333
2025-08-12,231
2025-08-13,235
2025-08-14,222
2025-08-15,191
2025-08-16,17
2025-08-17,10
2025-08-18,404
2025-08-19,250
2025-08-20,263
2025-08-21,255
2025-08-22,220
2025-08-23,13
2025-08-24,14
2025-08-25,394
2025-08-26,332
2025-08-27,324
2025-08-28,342
2025-08-29,253
2025-08-30,22
2025-08-31,28
2025-09-01,571
2025-09-02,438
2025-09-03,423
2025-09-04,376
2025-09-05,312
2025-09-06,34
2025-09-07,14
2025-09-08,602
2025-09-09,515
2025-09-10,380
2025-09-11,555
2025-09-12,381
2025-09-13,35
2025-09-14,26
2025-09-15,778
2025-09-16,589
2025-09-17,537
2025-09-18,555
2025-09-19,478
2025-09-20,52
2025-09-21,26
2025-09-22,965
2025-09-23,671
2025-09-24,647
2025-09-25,675
2025-09-26,528
2025-09-27,36
2025-09-28,14
2025-09-29,1143
2025-09-30,957
2025-10-01,870
2025-10-02,797
2025-10-03,46
2025-10-04,74
2025-10-05,56
2025-10-06,1758
2025-10-07,1305
2025-10-08,1247
2025-10-09,1334
2025-10-10,1039
2025-10-11,92
2025-10-12,64
2025-10-13,2048
2025-10-14,1508
2025-10-15,1181
2025-10-16,1249
2025-10-17,889
2025-10-18,78
2025-10-19,41
2025-10-20,1932
2025-10-21,1189
2025-10-22,1338
2025-10-23,1186
2025-10-24,963
2025-10-25,82
2025-10-26,33
2025-10-27,1806
2025-10-28,1209
2025-10-29,1143
2025-10-30,1022
2025-10-31,588
2025-11-01,56
2025-11-02,39
2025-11-03,1535
2025-11-04,1215
2025-11-05,1045
2025-11-06,935
2025-11-07,810
2025-11-08,46
2025-11-09,39
2025-11-10,1425
2025-11-11,1076
2025-11-12,1063
2025-11-13,1064
2025-11-14,835
2025-11-15,93
2025-11-16,56
2025-11-17,1562
2025-11-18,1200
2025-11-19,993
2025-11-20,1159
2025-11-21,863
2025-11-22,87
2025-11-23,46
2025-11-24,1772
2025-11-25,1371
2025-11-26,1443
2025-11-27,1324
2025-11-28,1131
2025-11-29,101
2025-11-30,50
2025-12-01,2385
2025-12-02,1864
2025-12-03,1645
2025-12-04,1744
2025-12-05,1392
2025-12-06,121
2025-12-07,74
2025-12-08,2764
2025-12-09,2123
2025-12-10,2027
2025-12-11,2077
2025-12-12,1536
2025-12-13,118
2025-12-14,75
2025-12-15,2518
2025-12-16,1813
2025-12-17,1542
2025-12-18,1291
2025-12-19,693
